FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/06/2022;ES56;1=;481;713;682;552;780;893;758;580;341;256;161;204;
01/06/2022;ES56;2-;54;69;143;81;72;357;1022;1423;883;459;516;453;
01/06/2022;ES56;2=;509;495;423;435;523;611;848;612;347;246;149;211;
01/06/2022;ES57;1-;41;25;20;26;60;190;597;1021;845;529;564;549;
01/06/2022;ES57;1=;728;793;735;699;845;730;708;638;457;335;219;143;
01/06/2022;ES57;2-;35;18;14;20;33;163;503;1103;835;582;555;637;
01/06/2022;ES57;2=;610;676;675;717;738;840;789;594;376;279;135;101;
01/06/2022;ES58;1-;45;10;15;24;34;126;329;593;410;303;310;370;
01/06/2022;ES58;1=;381;444;369;380;477;626;556;392;265;165;136;66;
01/06/2022;ES58;2-;21;11;4;18;23;63;180;359;308;201;235;277;
01/06/2022;ES58;2=;287;292;222;231;348;330;337;309;245;160;82;67;
01/06/2022;ES59;1-;31;22;18;13;40;117;180;198;250;276;250;256;
01/06/2022;ES59;1=;284;277;264;241;298;309;296;282;205;182;140;64;
01/06/2022;ES59;2-;18;13;17;24;50;136;202;217;224;183;195;166;
01/06/2022;ES59;2=;186;173;200;190;203;220;199;160;121;106;78;34;
01/06/2022;ES60;1-;31;24;22;20;44;187;683;915;765;512;462;516;
01/06/2022;ES60;1=;447;441;400;460;545;580;480;409;271;154;93;77;
01/06/2022;ES60;2-;57;30;18;16;31;102;285;662;539;441;414;523;
01/06/2022;ES60;2=;601;656;620;481;632;620;660;551;417;262;209;125;
02/06/2022;ES01;1-;406;264;165;111;176;772;2270;2626;2491;1947;1911;2024;
02/06/2022;ES01;1=;2077;2288;1798;1807;2010;2209;2174;2042;1422;852;932;1017;
02/06/2022;ES01;2-;340;252;140;126;186;374;766;1380;1673;1377;1375;1417;
02/06/2022;ES01;2=;1330;1416;1351;1298;1440;1517;1505;1254;1045;740;683;736;
02/06/2022;ES02;1-;249;192;141;110;112;82;120;325;529;619;597;613;
02/06/2022;ES02;1=;547;505;448;471;463;470;501;564;503;462;375;383;
02/06/2022;ES02;2-;627;373;330;221;182;236;521;1162;1316;1461;1275;1156;
02/06/2022;ES02;2=;1279;1324;1276;1261;1155;1237;1164;1158;1194;1043;893;839;
02/06/2022;ES03;1-;419;245;166;134;102;151;441;2673;2630;2607;2189;1661;
02/06/2022;ES03;1=;1705;1649;1732;1652;1516;1843;1854;1712;1619;1286;828;479;
02/06/2022;ES03;2-;526;215;121;96;71;85;121;342;721;871;1049;1260;
02/06/2022;ES03;2=;1456;1570;1587;1751;1223;1450;1567;1566;1269;985;722;419;
02/06/2022;ES04;1-;311;194;124;80;90;76;293;1147;1358;1283;983;969;
02/06/2022;ES04;1=;971;957;1041;921;946;983;1068;1041;1037;869;571;379;
02/06/2022;ES04;2-;191;138;68;65;59;56;107;300;542;638;559;639;
02/06/2022;ES04;2=;643;706;958;839;687;770;898;1014;768;559;374;258;
02/06/2022;ES05;1-;1609;946;729;440;368;347;760;1231;1775;1906;2112;2328;
02/06/2022;ES05;1=;2616;2830;3522;3469;3127;3192;3307;3353;3154;2562;2107;1656;
02/06/2022;ES05;2-;506;320;210;195;186;323;1179;2071;2044;2011;1936;1873;
02/06/2022;ES05;2=;1841;1672;1724;1563;1734;1762;1732;1730;1613;1294;1001;829;
02/06/2022;ES06;1-;180;53;31;28;55;211;858;1055;940;731;723;712;
02/06/2022;ES06;1=;757;1023;724;793;832;1032;823;614;413;320;228;153;
02/06/2022;ES06;2-;107;63;33;26;35;149;554;1007;807;685;717;730;
02/06/2022;ES06;2=;796;941;943;822;917;1107;865;612;388;303;200;182;
02/06/2022;ES07;1-;697;415;241;159;124;191;746;1786;2101;1932;1721;1854;
02/06/2022;ES07;1=;2087;2638;3649;3656;2786;3054;3142;3295;2581;2061;1561;1064;
02/06/2022;ES07;2-;420;188;159;138;193;667;3544;4671;3977;3518;2746;2486;
02/06/2022;ES07;2=;2267;2558;3260;2629;2324;2537;2746;2618;2349;1762;1232;688;
02/06/2022;ES08;1-;581;536;533;368;249;286;393;685;719;854;867;883;
02/06/2022;ES08;1=;880;809;878;890;912;811;830;926;888;840;828;749;
02/06/2022;ES08;2-;671;534;470;350;297;340;406;790;938;911;735;811;
02/06/2022;ES08;2=;771;755;819;753;689;836;811;867;954;925;878;854;
02/06/2022;ES09;1-;503;425;473;404;253;250;429;659;778;832;791;688;
02/06/2022;ES09;1=;703;952;876;914;950;890;890;1011;1008;817;798;750;
02/06/2022;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
02/06/2022;ES10;2-;180;108;70;77;71;133;313;610;655;622;517;528;
02/06/2022;ES10;2=;533;589;630;588;578;628;640;505;632;465;409;253;
02/06/2022;ES11;1-;913;658;340;166;94;156;711;4679;6266;6038;5701;4447;
02/06/2022;ES11;1=;3822;2890;4064;5287;4335;3780;4146;4304;4024;3613;2355;1683;
02/06/2022;ES11;2-;1376;882;408;253;193;199;323;1644;3880;4116;4018;3655;
