FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
01/01/2022;ES51;2=;155;207;241;149;102;141;195;206;179;127;97;93;
01/01/2022;ES52;1-;109;375;278;132;74;64;56;61;52;50;79;123;
01/01/2022;ES52;1=;227;284;408;201;178;245;355;372;310;229;159;118;
01/01/2022;ES52;2-;175;298;326;192;178;187;153;533;103;471;91;259;
01/01/2022;ES52;2=;309;490;890;891;685;578;638;529;391;259;250;173;
01/01/2022;ES53;1-;140;155;129;126;96;91;104;72;51;71;84;125;
01/01/2022;ES53;1=;135;171;150;165;179;217;200;234;203;176;146;130;
01/01/2022;ES53;2-;251;465;284;197;167;157;193;134;103;134;145;214;
01/01/2022;ES53;2=;289;282;299;299;324;388;374;410;360;269;319;213;
01/01/2022;ES54;1-;131;169;132;135;66;75;78;61;56;68;86;105;
01/01/2022;ES54;1=;160;156;147;127;144;178;169;222;170;124;128;108;
01/01/2022;ES54;2-;147;226;152;102;61;64;75;65;67;69;84;107;
01/01/2022;ES54;2=;142;193;196;176;176;206;218;221;214;177;157;133;
01/01/2022;ES55;1-;99;100;152;68;41;36;45;53;39;45;58;83;
01/01/2022;ES55;1=;99;158;146;105;87;130;152;146;122;115;93;82;
01/01/2022;ES55;2-;80;62;112;55;28;21;33;34;28;35;47;62;
01/01/2022;ES55;2=;85;113;115;68;83;97;103;104;95;97;76;51;
01/01/2022;ES56;1-;186;138;71;42;43;70;53;43;32;49;87;115;
01/01/2022;ES56;1=;131;159;83;104;106;150;154;122;88;118;81;60;
01/01/2022;ES56;2-;249;147;102;51;55;105;57;60;31;62;75;97;
01/01/2022;ES56;2=;164;181;164;82;193;146;152;119;111;107;79;50;
01/01/2022;ES57;1-;455;266;129;50;65;78;59;70;95;124;188;277;
01/01/2022;ES57;1=;370;321;191;252;309;399;407;308;291;245;152;94;
01/01/2022;ES57;2-;322;163;86;56;40;65;49;49;63;71;139;203;
01/01/2022;ES57;2=;432;438;210;200;272;446;442;310;243;159;88;58;
01/01/2022;ES58;1-;242;134;61;43;41;52;58;56;63;90;139;232;
01/01/2022;ES58;1=;266;223;116;138;193;236;215;184;136;112;61;56;
01/01/2022;ES58;2-;128;81;38;21;18;25;45;28;28;47;63;101;
01/01/2022;ES58;2=;174;148;81;76;93;130;117;88;104;78;43;35;
01/01/2022;ES59;1-;165;110;82;48;29;38;46;49;52;77;81;123;
01/01/2022;ES59;1=;177;167;89;93;138;159;156;140;136;98;73;45;
01/01/2022;ES59;2-;98;68;54;29;25;29;34;30;56;49;78;111;
01/01/2022;ES59;2=;134;113;66;63;99;125;115;98;110;74;58;33;
01/01/2022;ES60;1-;321;208;125;70;44;72;102;70;80;136;179;223;
01/01/2022;ES60;1=;319;264;116;152;219;242;277;217;172;124;73;69;
01/01/2022;ES60;2-;216;123;67;31;19;22;36;21;28;45;56;91;
01/01/2022;ES60;2=;142;129;51;53;78;125;144;133;107;50;37;28;
02/01/2022;ES01;1-;224;150;117;102;84;176;132;147;131;220;342;516;
02/01/2022;ES01;1=;660;643;453;683;975;1138;1504;1523;1143;876;630;344;
02/01/2022;ES01;2-;245;167;140;109;127;212;146;150;284;469;800;931;
02/01/2022;ES01;2=;973;853;632;930;1021;1190;1229;923;773;555;376;276;
