FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
02/01/2021;ES20;1=;5035;5870;6284;6493;5086;4670;5119;5601;5196;4687;4139;3594
02/01/2021;ES20;2-;2253;956;322;226;171;304;942;2267;2673;3235;4730;5393
02/01/2021;ES20;2=;6686;7540;7847;8504;5266;5180;6518;7367;6781;6190;4882;3587
02/01/2021;ES21;1-;30;16;17;18;23;47;71;131;241;389;549;696
02/01/2021;ES21;1=;771;704;404;431;478;533;634;641;581;349;367;247
02/01/2021;ES21;2-;24;16;15;17;40;103;136;199;352;653;826;1113
02/01/2021;ES21;2=;1114;860;473;531;794;1029;865;738;467;298;326;208
02/01/2021;ES22;1-;162;74;84;56;53;92;137;186;250;332;478;650
02/01/2021;ES22;1=;789;0;906;646;535;699;845;970;818;638;455;462
02/01/2021;ES22;2-;220;104;78;73;75;104;141;193;225;359;475;687
02/01/2021;ES22;2=;840;0;974;782;620;771;889;916;960;769;662;577
02/01/2021;ES23;1-;295;135;128;109;107;132;343;361;526;744;1052;1338
02/01/2021;ES23;1=;1690;0;1656;1266;1227;1557;1766;2595;1954;1435;1089;866
02/01/2021;ES23;2-;619;393;144;148;171;147;253;329;540;531;695;912
02/01/2021;ES23;2=;1212;0;1456;1374;1095;1246;1349;1651;1732;1675;1492;1662
02/01/2021;ES24;1-;91;36;21;30;19;30;32;71;69;100;174;256
02/01/2021;ES24;1=;305;0;442;304;267;271;323;372;338;310;237;338
02/01/2021;ES24;2-;69;25;27;31;8;30;38;72;95;140;204;251
02/01/2021;ES24;2=;326;0;296;250;206;250;316;391;274;231;134;173
02/01/2021;ES25;1-;44;30;33;22;14;22;31;46;55;77;85;144
02/01/2021;ES25;1=;161;0;178;148;155;140;137;154;139;173;162;140
02/01/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2021;ES26;1-;81;65;48;30;39;51;58;66;119;129;161;247
02/01/2021;ES26;1=;238;0;302;262;242;214;304;332;308;245;277;275
02/01/2021;ES26;2-;99;53;33;33;23;27;47;62;104;149;174;251
02/01/2021;ES26;2=;290;0;356;318;257;267;333;333;353;299;302;300
02/01/2021;ES27;1-;346;164;141;106;136;112;238;298;386;605;936;1252
02/01/2021;ES27;1=;1557;0;1536;1388;1240;1397;1839;1889;1498;1664;1330;1128
02/01/2021;ES27;2-;78;52;45;63;84;110;160;170;295;403;586;740
02/01/2021;ES27;2=;869;918;699;776;858;1309;1452;1402;1175;924;1021;493
02/01/2021;ES28;1-;31;26;10;11;25;71;101;139;213;342;468;526
02/01/2021;ES28;1=;526;521;343;348;436;488;469;503;408;327;327;168
