tipo_bloque,C,50;TIPO,C,254;VIA_CLASE,C,254;VIA_PAR,C,254;VIA_NOMBRE,C,254;CLASE_APP,C,254;NUMERO,N,10,0;COD_NDP,N,10,0;DISTRITO,N,10,0;BARRIO,N,10,0;X_UTM,N,19,11;Y_UTM,N,19,11
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+060;19RA06ALUM04;9;1;437840,2145;4475258,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+070;19RA07ALUM01;9;1;437836,7754;4475273,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+070;19RA07ALUM02;9;1;437845,1863;4475272,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+070;19RA07ALUM03;9;1;437834,3556;4475269,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+070;19RA07ALUM04;9;1;437844,8563;4475266,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+080;19RA08ALUM01;9;1;437845,6534;4475282,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+080;19RA08ALUM02;9;1;437845,4946;4475277,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+080;19RA08ALUM03;9;1;437836,6264;4475278,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+080;19RA08ALUM04;9;1;437836,4766;4475282,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+090;19RA09ALUM01;9;1;437836,9174;4475288,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+090;19RA09ALUM02;9;1;437844,8918;4475291,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+090;19RA09ALUM03;9;1;437846,1252;4475286,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+090;19RA09ALUM04;9;1;437836,0723;4475292,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+100;19RA10ALUM01;9;1;437834,0749;4475296,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+100;19RA10ALUM02;9;1;437843,555;4475296,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+100;19RA10ALUM03;9;1;437842,2315;4475301,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19RA11ALUM01;9;1;437836,8708;4475313,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19RA11ALUM02;9;1;437839,5765;4475310,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19RA11ALUM03;9;1;437841,0213;4475305,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19RA11ALUM04;9;1;437829,6746;4475305,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19RA11ALUM05;9;1;437831,8121;4475301,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+120;19RA12ALUM01;9;1;437830,5626;4475321,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+120;19RA12ALUM02;9;1;437833,5318;4475317,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+120;19RA12ALUM03;9;1;437827,5992;4475310,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+120;19RA12ALUM04;9;1;437825,328;4475314,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+130;19RA13ALUM01;9;1;437824,2993;4475328,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+130;19RA13ALUM02;9;1;437827,2293;4475324,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+130;19RA13ALUM03;9;1;437821,6777;4475318,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+130;19RA13ALUM04;9;1;437818,0329;4475321,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+140;19RA14ALUM01;9;1;437821,2293;4475331,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+140;19RA14ALUM02;9;1;437814,2207;4475324,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+140;19RA14ALUM03;9;1;437810,6058;4475327,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+150;19RA15ALUM01;9;1;437806,793;4475331,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+240;19RA24ALUM01;9;1;437735,905;4475396,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+100;19RC10ALUM01;9;1;437894,2838;4475222,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+050;19RH05ALUM01;9;1;438225,7529;4475003,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+040;19XC04ALUM01;9;1;438276,8779;4474934,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+110;19XC11ALUM01;9;1;438216,0283;4474968,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+160;19XC16ALUM01;9;1;438171,719;4474994,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+200;19XC20ALUM01;9;1;438138,2469;4475019,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+240;19XC24ALUM01;9;1;438107,4174;4475045,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+280;19XC28ALUM01;9;1;438076,5879;4475068,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+330;19XC33ALUM01;9;1;438038,2713;4475099,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+390;19XC39ALUM01;9;1;437997,5922;4475134,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+430;19XC43ALUM01;9;1;437960,2534;4475163,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+480;19XC48ALUM01;9;1;437927,0418;4475191,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+570;19XC57ALUM01;9;1;437859,8118;4475252,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+650;19XC65ALUM01;9;1;437794,1149;4475305,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+710;19XC71ALUM01;9;1;437742,8567;4475349,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+760;19XC76ALUM01;9;1;437709,8411;4475381,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+800;19XC80ALUM01;9;1;437682,8574;4475419,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+860;19XC86ALUM01;9;1;437652,3816;4475469,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+910;19XC91ALUM01;9;1;437625,1853;4475508,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+950;19XC95ALUM01;9;1;437606,9853;4475545,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;19+980;19XC98ALUM01;9;1;437589,916;4475571,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+020;20NC02ALUM01;9;1;437597,0557;4475616,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+060;20NC06ALUM01;9;1;437573,9743;4475653,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+120;20NC12ALUM01;9;1;437546,9733;4475699,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+160;20NC16ALUM01;9;1;437526,5049;4475734,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+210;20NC21ALUM01;9;1;437508,0729;4475775,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+290;20NC29ALUM01;9;1;437482,6084;4475862,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+340;20NC34ALUM01;9;1;437473,2129;4475909,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+390;20NC39ALUM01;9;1;437461,9742;4475955,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+450;20NC45ALUM01;9;1;437448,9129;4476008,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+660;20NC66ALUM01;9;1;437402,9054;4476214,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+720;20NC72ALUM01;9;3;437397,7462;4476280,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+760;20NC76ALUM01;9;3;437397,2728;4476323,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+830;20NC83ALUM01;9;3;437403,9023;4476381,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+880;20NC88ALUM01;9;3;437413,3728;4476430,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+960;20NC96ALUM01;9;3;437426,2334;4476496,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+020;20RA02ALUM01;9;1;437439,4967;4476052,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+070;20RA07ALUM01;9;1;437433,3471;4476098,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+110;20RA11ALUM01;9;1;437423,8194;4476143,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+120;20RA12ALUM01;9;1;437415,1863;4476154,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+130;20RA13ALUM01;9;1;437413,4942;4476162,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+130;20RA13ALUM02;9;1;437414,4164;4476158,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+140;20RA14ALUM01;9;1;437412,0876;4476169,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+150;20RA15ALUM01;9;1;437413,1111;4476177,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+180;20RA18ALUM01;9;1;437429,1996;4476206,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+210;20RA21ALUM01;9;1;437475,2907;4476203,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+010;20RC01ALUM01;9;3;437427,5784;4476467,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+050;20RC05ALUM01;9;3;437452,6436;4476494,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+100;20RC10ALUM01;9;3;437493,4817;4476502,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+150;20RC15ALUM01;9;3;437533,7294;4476477,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+050;20RE05ALUM01;9;3;437263,988;4476384,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+080;20RE08ALUM01;9;3;437292,0357;4476415,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+130;20RE13ALUM01;9;3;437346,0723;4476414,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+160;20RE16ALUM01;9;3;437358,5409;4476381,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+020;20RH02ALUM01;9;3;437668,0131;4476275,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+090;20RH09ALUM01;9;3;437640,9905;4476338,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+130;20RH13ALUM01;9;3;437624,2617;4476374,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+170;20RH17ALUM01;9;3;437606,5489;4476409,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+210;20RH21ALUM01;9;3;437587,8521;4476446,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+250;20RH25ALUM01;9;3;437568,368;4476481,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+290;20RH29ALUM01;9;3;437547,3094;4476513,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+330;20RH33ALUM01;9;3;437529,0062;4476547,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+370;20RH37ALUM01;9;3;437509,2269;4476579,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+400;20RH40ALUM01;9;3;437491,4157;4476607,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+440;20RH44ALUM01;9;3;437470,1602;4476639,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+480;20RH48ALUM01;9;3;437448,7081;4476674,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+520;20RH52ALUM01;9;3;437430,189;4476711,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+560;20RH56ALUM01;9;3;437414,1755;4476745,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+000;20RL00ALUM02;9;1;437151,3494;4476482,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+000;20RL00ALUM03;9;1;437132,8153;4476518,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+000;20RL00ALUM05;9;1;437113,371;4476553,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+020;20RL02ALUM01;9;1;437169,4322;4476446,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+060;20RL06ALUM01;9;1;437187,877;4476410,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+100;20RL10ALUM01;9;1;437205,5487;4476375,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+120;20RL12ALUM01;9;1;437217,0447;4476355,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+160;20RL16ALUM01;9;1;437238,0427;4476320,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+200;20RL20ALUM01;9;1;437261,7113;4476288,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+240;20RL24ALUM01;9;1;437289,2543;4476256,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+280;20RL28ALUM01;9;1;437314,2557;4476225,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+330;20RL33ALUM01;9;1;437336,6986;4476191,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+380;20RL38ALUM01;9;1;437365,5342;4476139,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P - Pared.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+380;20RL38ALUM02;9;1;437379,0036;4476155,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+450;20RL45ALUM01;9;1;437393,2423;4476085,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+490;20RL49ALUM01;9;1;437405,2443;4476047,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+000;20RM00ALUM01;9;3;437312,6367;4476912,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+030;20RM03ALUM01;9;3;437311,9312;4476874,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+070;20RM07ALUM01;9;3;437315,5236;4476832,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+120;20RM12ALUM01;9;3;437325,1577;4476790,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+150;20RM15ALUM01;9;3;437336,7514;4476753,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+190;20RM19ALUM01;9;3;437353,4072;4476717,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+240;20RM24ALUM01;9;3;437374,7985;4476678,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+270;20RM27ALUM01;9;3;437396,2861;4476650,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+320;20RM32ALUM01;9;3;437428,8485;4476618,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+360;20RM36ALUM01;9;3;437454,4854;4476585,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+380;20RM38ALUM01;9;3;437469,6685;4476569,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+410;20RM41ALUM01;9;3;437486,8101;4476550,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+440;20RM44ALUM01;9;3;437509,3519;4476522,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+460;20RM46ALUM01;9;3;437522,7419;4476507,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+540;20RM54ALUM01;9;3;437562,0859;4476442,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+590;20RM59ALUM01;9;3;437588,018;4476397,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+620;20RM62ALUM01;9;3;437601,4885;4476374,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+660;20RM66ALUM01;9;3;437619,4675;4476334,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+710;20RM71ALUM01;9;3;437639,882;4476290,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+000;20RN00ALUM01;9;1;437497,26;4475820,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+020;20RU02ALUM01;9;3;437646,9179;4476256,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+060;20RU06ALUM01;9;3;437624,8303;4476235,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+030;20XC03ALUM01;9;1;437566,0335;4475610,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+060;20XC06ALUM01;9;1;437548,1778;4475637,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+140;20XC14ALUM01;9;1;437503,8765;4475706,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+180;20XC18ALUM01;9;1;437482,5809;4475747,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+210;20XC21ALUM01;9;1;437471,0985;4475776,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B - Báculo.;SA - Sodio alta presión.;AUTOVIA;;M-30;KM;20+260;20XC26ALUM01;9;1;437457,7198;4475823,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
