COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;COD_VIA_COMIENZA;CLASE_COMIENZA;PARTICULA_COMIENZA;VIA_NOMBRE_COMIENZA;COD_VIA_TERMINA;CLASE_TERMINA;PARTICULA_TERMINA;VIA_NOMBRE_TERMINA
00310900;CALLE;DE;FRANCO;00644800;CALLE;DE;RODRÍGUEZ MARÍN;396600;CALLE;DE;JOAQUÍN MONTES JOVELLAR
00311000;CALLE;DEL;FRANCOLÍN;00096700;CALLE;DE LA;BATALLA DE TORRIJOS;275200;CALLE;DE;EL ESPINAR
00311100;CALLE;DE;FRANCOS RODRÍGUEZ;00114600;CALLE;DE;BRAVO MURILLO;234300;CARRETERA;DE LA;DEHESA DE LA VILLA
00311200;CALLE;DE;FRASCUELO;00409400;CALLE;DE;JOSELITO;453100;AVENIDA;DE LOS;MADROÑOS
00311500;CALLE;DE;FRAY BERNARDINO SAHAGÚN;00452200;PLAZA;DE LA;MADRE MOLAS;608350;PLAZA;DEL;PRESIDENTE CÁRDENAS
00311600;CALLE;DE;FRAY CEFERINO GONZÁLEZ;00262000;CALLE;DE;EMBAJADORES;639680;CALLE;DE LA;RIBERA DE CURTIDORES
00311700;CALLE;DE;FRAY JOSÉ CERDEIRIÑA;31000063;CALLE;DE;FAUSTINO CORDÓN BONET;316700;CALLE;DE LA;FUENTE DEL TIRO
00311800;CALLE;DE;FRAY JUAN GIL;00302900;CALLE;DE;FRANCISCO DE ASÍS MÉNDEZ CASARIEGO;233700;CALLE;DE;DARRO
00311850;CALLE;DE;FRAY JUNÍPERO SERRA;00291500;CALLE;DE;FERELUZ;137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY
00311900;CALLE;DE;FRAY LUIS DE LEÓN;00081650;RONDA;DE;ATOCHA;697200;PASEO;DE;SANTA MARÍA DE LA CABEZA
00312100;CALLE;DE LA;FRESA;00803400;CALLE;DE;ZARAGOZA;611400;PLAZA;DE LA;PROVINCIA
00312150;CALLE;DE;FRESNEDILLAS;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;865;CALLE;DE;BRAOJOS
00312300;CALLE;DEL;FRESNO;00257400;CALLE;DE;GANDHI;1924;CALLE;DE;GABRIEL MONTERO
31000521;CALLE;DE;FRESNO DE CANTESPINO;31000515;CALLE;DEL;PUENTE DEL ARZOBISPO;31000252;CALLE;DE;PEÑARANDA DE BRACAMONTE
00312400;CALLE;DE;FRESNO DE LA VEGA;00595800;CALLE;DEL;PINTOR BRENES;280100;CALLE;DE;ESTÍBALIZ
31000286;CALLE;DE;FREUD;31000283;CALLE;DE;EINSTEIN;31000276;CALLE;DE;ERASMO DE ROTTERDAM
00312600;CALLE;DE;FRÍAS;00499400;CALLE;DE;MEDINA DE POMAR;317400;CALLE;DE;FUENTENEBRO
31000510;CALLE;DE;FRIDA KAHLO;31000499;CALLE;DE;JOSÉ ANTONIO REBOLLEDO Y PALMA;31000503;AVENIDA;DE;LAS SUERTES
00002918;CALLE;DE;FRIGILIANA;00512900;PASEO;DEL;MOLINO;738900;CALLE;DEL;TENIENTE CORONEL NOREÑA
00002799;CALLE;DE;FRÓMISTA;00313500;CARRETERA;DE;FUENCARRAL A HORTALEZA;2794;CALLE;DE;PORTOMARÍN
31000049;CALLE;DE LAS;FRONTERAS DE PORTUGAL;31000037;CALLE;DE LA;PLAYA DE BARLOVENTO;31000048;CALLE;DE LA;PLAYA DE PONIENTE
00312700;CALLE;DE;FRUELA;00285200;PASEO;DE;EXTREMADURA;603600;AVENIDA;DE;PORTUGAL
00312800;CALLE;DE;FÚCAR;00522300;CALLE;DE;MORATÍN;81600;CALLE;DE;ATOCHA
00551901;CALLE;DE LA;FUCSIA;00000715;RONDA;DE LAS;FLORES;715;RONDA;DE LAS;FLORES
00312900;CALLE;DE;FUEMBELLIDA;00064400;AVENIDA;DE;ARAGÓN;777;AVENIDA;DEL;INVIERNO
00313000;CALLE;DE;FUENCALIENTE;00445300;CALLE;DE;LUIS DEL CAMPO;768700;CALLE;DE;VALLE GUERRA
00313100;CALLE;DE;FUENCARRAL;00342950;CALLE;;GRAN VÍA;622200;GLORIETA;DE;QUEVEDO
00313200;CAMINO;DE;FUENCARRAL;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;385150;CALLE;DE LAS;ISLAS CHAFARINAS
00313425;CARRETERA;DE;FUENCARRAL A ALCOBENDAS;00176100;AUTOVIA;DE;MADRID A COLMENAR VIEJO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00313425;CARRETERA;DE;FUENCARRAL A ALCOBENDAS;00176100;CARRETERA;DE;COLMENAR VIEJO;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00313500;CARRETERA;DE;FUENCARRAL A HORTALEZA;00118600;AVENIDA;DE;BURGOS;313425;CARRETERA;DE;FUENCARRAL A ALCOBENDAS
00313350;CALLE;DE;FUENCEMILLÁN;00064400;AVENIDA;DE;ARAGÓN;775;PLAZA;DEL;VERANO
00313900;CALLE;DE;FUENDETODOS;00555400;CALLE;DE;PABLO SARASATE;2385;CALLE;DEL;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN
00314100;CALLE;DE;FUENGIROLA;00018600;AVENIDA;DE LA;ALBUFERA;79850;CALLE;DE LOS;ASTURIANOS
00314200;CALLE;DE;FUENLABRADA;00059400;CALLE;DE;ANTONIO LÓPEZ;440150;CALLE;DE;LOLA MEMBRIVES
00314250;CALLE;DE;FUENSALIDA;00678400;CALLE;DE;SAN MARTÍN DE PORRES;351100;CALLE;DE;GUISANDO
00314300;CALLE;DE;FUENSAVIÑÁN;00064400;AVENIDA;DE;ARAGÓN;348000;CALLE;DE;GUALDA
00314500;CALLE;DE LA;FUENTE;00007200;PLAZA;DE;ÁGATA;566900;PLAZA;DE;PARVILLAS
00001986;CAMINO;DE LA;FUENTE;00001976;CAMINO;DEL;SANTO;1977;GLORIETA;DE LOS;CAÑOS
31000227;PLAZA;DE LA;FUENTE;00628000;CALLE;DE LA;RAMBLA;906155;CALLE;DE;LA FUENTE
00315060;CALLE;DE LA;FUENTE CARRANTONA;00074800;CALLE;DEL;ARROYO FONTARRÓN;533550;CALLE;DE;NICOLÁS SALMERÓN
00315300;CALLE;DE LA;FUENTE CHICA;00691800;CALLE;DE;SANTA ANA ALTA;513350;CALLE;DE;MOLINS DE REY
00314725;CALLE;DE LA;FUENTE DE ARAVACA;00537800;PLAZA;DE;NUESTRA SEÑORA DEL BUEN CAMINO;88400;CALLE;;BAJA DE LA IGLESIA
00314750;CAMINO;DE LA;FUENTE DE ARRIBA;00631850;AVENIDA;;REAL;2904;AVENIDA;DE LA;AURORA BOREAL
00905656;CAMINO;DE LA;FUENTE DE EL GOLOSO;31001576;CARRETERA;;ABANDONADA;905613;CARRETERA;DE;TORRELAPARADA
00315000;CALLE;DE LA;FUENTE DE LA CAPONA;00130200;CALLE;DE;CAMPOS IBÁÑEZ;277100;PASEO;DE LA;ESTACIÓN
00001856;GLORIETA;DE LA;FUENTE DE LA CARRA;00006700;CALLE;DE;AFUERAS A VALVERDE;540200;CALLE;DE;NUESTRA SEÑORA DE VALVERDE
00315250;CALLE;DE LA;FUENTE DE LA CUESTA;00316350;CALLE;DE LA;FUENTE DEL ROMERO;315050;CALLE;DE LA;FUENTE DEL CAROLO
00000702;AVENIDA;DE LA;FUENTE DE LA MORA;00315900;CAMINO;DE LA;FUENTE DE LA MORA;459550;AVENIDA;DE;MANOTERAS
00315900;CAMINO;DE LA;FUENTE DE LA MORA;00459550;AVENIDA;DE;MANOTERAS;31000067;AVENIDA;DEL;ALCALDE CONDE DE MAYALDE
00315700;CALLE;DE LA;FUENTE DE LIMA;00285200;PASEO;DE;EXTREMADURA;316700;CALLE;DE LA;FUENTE DEL TIRO
31000372;CALLE;DE LA;FUENTE DE LOS CINCO CAÑOS;00322100;CALLE;DE LOS;GALLEGOS;607900;CALLE;DEL;PRAT
00905432;CAMINO;DE LA;FUENTE DE LOS MOCHUELOS;00905457;CARRETERA;DEL;CASTILLO DE VIÑUELAS;505430;CAMINO;DE LOS;LABRADORES
00316020;CALLE;DE;FUENTE DE PIEDRA;00079850;CALLE;DE LOS;ASTURIANOS;641275;CALLE;DEL;RINCÓN DE LA VICTORIA
31000370;CALLE;DE LA;FUENTE DE SAN JUAN;00322100;CALLE;DE LOS;GALLEGOS;607900;CALLE;DEL;PRAT
00316400;CALLE;DE LA;FUENTE DE SAN PEDRO;00389850;CALLE;DEL;JARDÍN DE LA DUQUESA;136550;CALLE;DE LOS;CAÑOS DE SAN PEDRO
00316800;CALLE;DE LA;FUENTE DE TORREJONA;00071200;CALLE;DE;ARIES;2345;CALLE;DE;DOÑA LEONOR DE CORTINA
00314900;CALLE;DE LA;FUENTE DEL BERRO;00018900;CALLE;DE;ALCALÁ;397400;CALLE;DE;JORGE JUAN
00315050;CALLE;DE LA;FUENTE DEL CAROLO;00154400;CARRETERA;DE;CASTILLA;316350;CALLE;DE LA;FUENTE DEL ROMERO
00315850;CALLE;DE LA;FUENTE DEL MOLINO;00747950;CALLE;DE;TORREADRADA;603550;CALLE;DEL;PORTILLO DE EL PARDO
00000920;CALLE;DE LA;FUENTE DEL PAVO;00104500;CALLE;DEL;BERGANTÍN;641950;CALLE;DE;LA RIOJA
00316135;CALLE;DE LA;FUENTE DEL PERAL;00315050;CALLE;DE LA;FUENTE DEL CAROLO;99000001;LUGAR;;FONDO DE SACO
00905544;CAMINO;DE LA;FUENTE DEL PIEJO;00001894;AUTOVIA;;M-40;1144;ARROYO;DEL;MONTE CARMELO O DEL FRESNO
00316300;CALLE;DE LA;FUENTE DEL REY;00154400;CARRETERA;DE;CASTILLA;369600;CARRETERA;DE;HÚMERA
00316350;CALLE;DE LA;FUENTE DEL ROMERO;00000715;RONDA;DE LAS;FLORES;315050;CALLE;DE LA;FUENTE DEL CAROLO
00316500;CALLE;DE;FUENTE DEL SAZ;00710300;CALLE;DE;SERRANO;373200;CALLE;DE LA;INFANTA MARÍA TERESA
00316700;CALLE;DE LA;FUENTE DEL TIRO;00285200;PASEO;DE;EXTREMADURA;329500;AVENIDA;DEL;GENERAL FANJUL
00316900;CALLE;DE;FUENTELAHIGUERA;00064400;AVENIDA;DE;ARAGÓN;348000;CALLE;DE;GUALDA
00317000;CALLE;DE;FUENTELAPEÑA;00164200;CALLE;DEL;CEREZAL;224200;CALLE;DE;CUBILLOS
00316200;AVENIDA;DE;FUENTELARREYNA;00563600;CARRETERA;DE;EL PARDO;77050;CALLE;DE;ARROYOFRESNO
00317100;CALLE;DE;FUENTELENCINA;00312900;CALLE;DE;FUEMBELLIDA;31003081;CARRETERA;;M-22
00317200;CALLE;DE;FUENTELVIEJO;00800825;CALLE;DE;YÉCORA;708400;CALLE;DE;SEPTIEMBRE
00317300;CALLE;DE;FUENTEMILANOS;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;16500;CALLE;DE;LA ALBERCA
00317400;CALLE;DE;FUENTENEBRO;00499400;CALLE;DE;MEDINA DE POMAR;117800;CALLE;DE;BUGEDO
00317500;CALLE;DE;FUENTENOVILLA;00064400;AVENIDA;DE;ARAGÓN;317200;CALLE;DE;FUENTELVIEJO
00317600;CALLE;DE;FUENTEOVEJUNA;00524000;CALLE;DE;MORILES;99000001;LUGAR;;FONDO DE SACO
00317700;CALLE;DE;FUENTEPELAYO;00427100;CALLE;DE;LABAJOS;690300;CALLE;DE;SANCHONUÑO
00317800;CALLE;DE;FUENTERRABÍA;00422600;CALLE;DE;JULIÁN GAYARRE;352200;CALLE;DE;GUTENBERG
00317900;CALLE;DE LAS;FUENTES;00361200;PLAZA;DE LOS;HERRADORES;68300;CALLE;DEL;ARENAL
00317950;PLAZA;DE LAS;FUENTES CLARAS;00534000;CALLE;DE;NICOLASA GÓMEZ;443800;CALLE;DE;LUCANO
00017500;CALLE;DE LAS;FUENTES DE SAN JORGE;00791500;CALLE;DE LA;VIRGEN DE LA ANTIGUA;221500;CALLE;DE LA;CRUZ DE LA MISA
00318000;CALLE;DE;FUENTESAÚCO;00511300;CALLE;DEL;MIRLO;138400;CARRETERA;DE;CARABANCHEL A ARAVACA
00318050;CALLE;DE;FUENTESPINA;00499700;AVENIDA;DEL;MEDITERRÁNEO;694650;AVENIDA;DE;SANTA EUGENIA
00002246;CALLE;DE;FUENTIDUEÑA;00002244;CALLE;DE;VILLAR DEL OLMO;2647;AVENIDA;DE LA;VILLA DE VALLECAS
00318200;GLORIETA;DE;FUENTIDUEÑAS;00419000;CALLE;DE;JUAN DE URBIETA;793900;CALLE;DE LA;VIRGEN MARÍA
00318400;AVENIDA;DE LOS;FUEROS;00000978;AVENIDA;DE LA;PERLA;583100;CAMINO;DE;PERALES
00318450;CALLE;DEL;FUERTE DE NAVIDAD;00625300;CALLE;DE;RAFAEL FINAT;331250;CALLE;DEL;GENERAL MILLÁN ASTRAY
00318500;CALLE;DE;FULGENCIO DE MIGUEL;00114600;CALLE;DE;BRAVO MURILLO;311100;CALLE;DE;FRANCOS RODRÍGUEZ
00318600;CALLE;DE LA;FUMISTERÍA;00017100;CALLE;DE;ALBERIQUE;124900;CALLE;DE LA;CALDERERÍA
00318700;PASAJE;DE LA;FUNDACIÓN;00309900;CALLE;DE;FRANCISCO SANTOS;786400;CALLE;DE;VILLAFRANCA
00318800;CALLE;DE LOS;FUNDADORES;00241300;CALLE;DEL;DOCTOR ESQUERDO;99000001;LUGAR;;FONDO DE SACO
00318850;CALLE;DE LAS;FUNDICIONES;00564230;AVENIDA;DEL;PARQUE;509625;CALLE;DE;MIR
00002836;CALLE;DE;FURELOS;00002795;CALLE;DE;PALAS DE REY;2793;PASEO;DE;TIERRA DE MELIDE
00319100;CALLE;;G;00002657;CARRETERA;DE;VICÁLVARO A VALLECAS;116100;CALLE;DE;BRUNO ABÚNDEZ
00319150;TRAVESIA;;G;00319100;CALLE;;G;99000001;LUGAR;;FONDO DE SACO
00319200;CALLE;DE;GABASTI;00245250;CALLE;DEL;DOCTOR VALLEJO;593700;CALLE;DEL;PILEO
00319300;CALLE;DE;GABINO JIMENO;00412300;CALLE;DE;JUAN ESPAÑOL;472000;CALLE;DE;MARCELO USERA
00319400;CALLE;DE;GABRIEL ABRÉU;00246500;CALLE;DE;DOLORES ROMERO;564565;PARQUE;DE LA;QUINTA FUENTE DEL BERRO
31001368;CALLE;DE;GABRIEL CISNEROS;31001367;CALLE;DE;SABINO FERNÁNDEZ CAMPO;2903;AVENIDA;DE LA;GRAN VÍA DEL ESTE
00319500;CALLE;DE;GABRIEL DÍEZ;00116200;CALLE;DE;BRUNO AYLLÓN;416600;CALLE;DE;JUAN DE OLÍAS
00319700;CALLE;DE;GABRIEL GÓMEZ;00220800;CAMINO;DE LAS;CRUCES;597275;CALLE;DE;PIQUEÑAS
00319800;CALLE;DE;GABRIEL LOBO;00395300;CALLE;DE;JOAQUÍN COSTA;474800;CALLE;DE;MARÍA FRANCISCA
00319900;PLAZA;DE;GABRIEL MIRÓ;00098100;CALLE;DE;BEATRIZ GALINDO;523600;CALLE;DE LA;MORERÍA
00001924;CALLE;DE;GABRIEL MONTERO;00398700;CALLE;DE;JOSÉ ARCONES GIL;357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS
00320100;CALLE;DE;GABRIEL PORTADALES;00598700;CALLE;DEL;PLÁTANO;595200;CALLE;DE;PINOS ALTA
00320200;CALLE;DE;GABRIEL RUIZ;00533600;CALLE;DE;NICOLÁS SÁNCHEZ;320300;CALLE;DE;GABRIEL USERA
00320300;CALLE;DE;GABRIEL USERA;00351500;CALLE;DE;GUMERSINDO AZCÁRATE;738800;CALLE;DEL;TENIENTE COMPAIRED
00319600;CALLE;DE;GABRIEL Y GALÁN;00629300;AVENIDA;DE;RAMÓN Y CAJAL;524600;CALLE;DE;MÓSTOLES
00320350;CALLE;DE;GABRIELA MISTRAL;00312150;CALLE;DE;FRESNEDILLAS;648750;CALLE;DE;ROSALÍA DE CASTRO
00320360;CALLE;DE;GAÍNZA;00349700;CALLE;DE;GUETARIA;627450;AVENIDA;DE;RAFAELA YBARRA
00320500;CALLE;DE;GAIRA;99000001;LUGAR;;FONDO DE SACO;139100;CALLE;DEL;CARACOLÍ
00320600;CALLE;DE;GALAPA;00094500;AVENIDA;DE LA;BARRANQUILLA;459000;CALLE;DE;MANIZALES
00320700;CALLE;DE;GALATEA;00379800;CALLE;DE;ISIS;72800;CALLE;DE LA;ARMONÍA
00320750;AVENIDA;DE LA;GALAXIA;00552800;AVENIDA;DE LA;OSA MAYOR;1868;CALLE;DE LA;GOLONDRINA
00322551;CUESTA;DEL;GALBÁN;00129251;RONDA;DEL;TREN;76200;ARROYO;DE;POZUELO
00320800;CALLE;DE;GALDO;00145600;CALLE;DEL;CARMEN;608100;CALLE;DE;PRECIADOS
00320900;CALLE;DE LA;GALENA;00361900;CALLE;DE LOS;HIDRATOS;438000;CALLE;DEL;LIGNITO
00321100;CALLE;DEL;GALEÓN;00134000;AVENIDA;DE;CANTABRIA;104500;CALLE;DEL;BERGANTÍN
00321200;CALLE;DE LA;GALERA;00134000;AVENIDA;DE;CANTABRIA;210300;CALLE;DE LA;CORBETA
00321300;CALLE;DE LA;GALERÍA DE ROBLES;00650900;CALLE;DE;RUIZ;518700;CALLE;DE;MONTELEÓN
31001814;CALLE;DE;GALES;31001357;AUTOPISTA;;R-3;31001813;CALLE;DE;PILAR BELLOSILLO
00321500;CALLE;DE;GALIANA;00392200;PASEO;DE LOS;JESUITAS;725600;CALLE;DE LA;SOLANA DE LUCHE
00321550;CALLE;DE;GALICIA;00789600;CALLE;DE;VILLAVICIOSA;109000;CARRETERA;DE;BOADILLA DEL MONTE
00002114;PLAZA;DE;GALICIA;00564800;PARQUE;DEL;RETIRO;2115;PASEO;DE;BOLÍVIA
00321900;CALLE;DE;GALILEO;00017200;CALLE;DE;ALBERTO AGUILERA;297025;AVENIDA;DE;FILIPINAS
00322000;CALLE;DE;GALLARZA;00442600;CALLE;DE;LÓRIGA;82000;PLAZA;DE;AUNÓS
00322100;CALLE;DE LOS;GALLEGOS;00724600;CALLE;DEL;SOCORRO;563300;CALLE;DEL;PARAÍSO
00322300;CALLE;DEL;GALLO;00150950;CALLE;DE;CASALARREINA;778950;AVENIDA;DE LA;DEMOCRACIA
00322550;CALLE;DE;GALLUR;00777860;CALLE;;VÍA CARPETANA;147050;GLORIETA;DE;LOS CÁRMENES
00322575;CALLE;DE;GÁLVEZ;00612250;CALLE;DE;PUEBLA DE MONTALBÁN;493050;CALLE;DE;MASCARAQUE
00002275;CALLE;DEL;GAMONAL;00905673;CAMINO;DEL;POZO DEL TÍO RAIMUNDO;150;CALLE;DE;GONZÁLEZ DÁVILA
00905205;CALLE;DE LA;GANADERÍA;00905203;CALLE;DE LA;HERRADURA;905206;PASEO;DE LA;PUERTA DEL ÁNGEL
31000687;CALLE;DE LOS;GANADOS DEL SALOBRAL;00002879;CALLE;DEL;BERROCAL;31000688;CALLE;DEL;ARROYO DE LA BULERA
00322600;CAMINO;DE;GANAPANES;00000889;CALLE;DEL;VALLE DE MENA;514425;AVENIDA;DE;MONFORTE DE LEMOS
00322800;PLAZA;DE;GÁNDARA DE ORO;00641700;CALLE;DEL;RÍO DE ORO;295700;CALLE;DE;FERREIRA
00257400;CALLE;DE;GANDHI;00294200;CALLE;DE;FERNANDO GABRIEL;357000;CALLE;DE LOS;HERMANOS GARCÍA NOBLEJAS
00322900;CALLE;DE;GANDÍA;00706000;CALLE;DE;SECO;570400;AVENIDA;DE LA;PAZ
00322950;CALLE;DE;GANDO;00399800;CALLE;DE;JOSÉ DE CADALSO;331250;CALLE;DEL;GENERAL MILLÁN ASTRAY
00323000;CALLE;DEL;GANGES;00712600;CALLE;DE;SIENA;658000;CALLE;DE;SAMBARA
00323350;CALLE;DE;GANÍMEDES;00171750;CALLE;DEL;CISNE;804700;CAMINO;DE LA;ZARZUELA
00000849;TRAVESIA;DE;GANÍMEDES;00323350;CALLE;DE;GANÍMEDES;763525;AVENIDA;DE;VALDEMARÍN
00002081;CAMINO;DEL;GARABITAS;00905220;CARRETERA;DEL;GARABITAS;2003;CERRO;DE LOS;MORÁN
00905220;CARRETERA;DEL;GARABITAS;00905126;PASEO;DEL;PIÑONERO;1081;CARRETERA;DE LA;CIUDAD UNIVERSITARIA
00001954;PASEO;DEL;GARABITAS;00001081;CARRETERA;DE LA;CIUDAD UNIVERSITARIA;1955;CAMINO;DE;RONDA
00001823;CALLE;DEL;GARAPALO;00001817;CALLE;DE LA;VIDAUBA;1822;CALLE;DE LA;CASUARINA
00323700;CALLE;DE LA;GARCETA;00781410;CALLE;DE;VICENTE QUESADA;424250;PLAZA;DE;JULIO CORTÁZAR
00323900;CALLEJON;DE;GARCÍA CEA;00114600;CALLE;DE;BRAVO MURILLO;99000001;LUGAR;;FONDO DE SACO
00325400;CALLE;DE;GARCÍA DE LA PARRA;00552800;AVENIDA;DE LA;OSA MAYOR;270400;PASEO;DE LA;ERMITA
00325300;CALLE;DE;GARCÍA DE PAREDES;00114600;CALLE;DE;BRAVO MURILLO;153600;PASEO;DE LA;CASTELLANA
00324100;CALLE;DE;GARCÍA GUTIÉRREZ;00550400;CALLE;DE;ORELLANA;334800;CALLE;DE;GÉNOVA
00324200;PLAZA;DE;GARCÍA IBARROLA;00142900;CALLE;DE;CARLOS CAAMAÑO;648000;CALLE;DE;ROSA JARDÓN
00324400;CALLE;DE;GARCÍA LLAMAS;00665400;AVENIDA;DE;SAN DIEGO;615800;CALLE;DEL;PUERTO DE BALBARÁN
00324300;CALLE;DE;GARCÍA LUNA;00730100;CALLE;DE;SUERO DE QUIÑONES;489900;CALLE;DE;MARTÍN MARTÍNEZ
00324800;CALLE;DE;GARCÍA MIRANDA;00665400;AVENIDA;DE;SAN DIEGO;491500;CALLE;DE;MARTÍNEZ DE LA RIVA
00325100;CALLE;DE;GARCÍA MOLINAS;00342950;CALLE;;GRAN VÍA;640600;CALLE;DE;RICARDO LEÓN
00325200;CALLE;DE;GARCÍA MORATO;00499300;CALLE;DE;MEDINA DEL CAMPO;285200;PASEO;DE;EXTREMADURA
00325500;GLORIETA;DE;GARCÍA PLAZA;00236800;CALLE;DEL;DIARIO LA NACIÓN;288100;CALLE;DE;FEDERICO GRASES
00325600;CALLE;DE;GARCÍA QUINTANILLA;00078700;CALLE;DE;ARTURO SORIA;328700;CALLE;DEL;GENERAL ARANAZ
00325700;CALLE;DE;GARCÍA SALAZAR;00454100;CALLE;DEL;MAESTRO GURIDI;352300;CALLE;DE;GUTIERRE DE CETINA
00325800;CALLE;DE;GARCÍA TREVIÑO;00031700;CALLE;DEL;ALMANZORA;99000003;LUGAR;;LÍMITE TÉRMINO MUNICIPAL
00325900;CALLE;DE;GARCILASO;00444200;CALLE;DE;LUCHANA;627800;CALLE;DE;RAIMUNDO LULIO
00323800;CALLE;DE;GARCI-NUÑO;00137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY;598700;CALLE;DEL;PLÁTANO
00326100;CALLE;DE;GARELLANO;00244800;CALLE;DEL;DOCTOR SANTERO;99000001;LUGAR;;FONDO DE SACO
00326200;CALLE;DE;GARGANCHÓN;00317400;CALLE;DE;FUENTENEBRO;99000001;LUGAR;;FONDO DE SACO
00326300;CALLE;DE LA;GARGANTA DE AISA;00242900;PLAZA;DEL;DOCTOR LOZANO;352500;CALLE;DE;GUTIÉRREZ SAÑUDO
00000967;CALLE;DE;GARGANTA DE LOS MONTES;00036300;CALLE;DE;ALPEDRETE;13200;CALLE;DE;ALAMEDILLA
00326400;CALLE;DE LAS;GARGANTAS;00121300;CALLE;DE;CABEZA REINA;905836;PASAJE;DE;CLAVILEÑO
00002306;CALLE;DE;GARGANTILLA;00274600;PASEO;DE LA;ESPERANZA;69800;CALLE;DE;ARGANDA
00326500;CALLE;DE;GARIBAY;00241300;CALLE;DEL;DOCTOR ESQUERDO;447100;CALLE;DE;LUIS MITJANS
00326600;CALLE;DE LA;GARITA;00563850;CARRETERA;DE;EL PARDO A COLMENAR VIEJO;32200;CALLE;DE LAS;ALMENAS
00326700;CALLE;DE;GARMUR;00018900;CALLE;DE;ALCALÁ;638100;PLAZA;DE LA;REVERENCIA
00326750;CALLE;DE;GARROVILLAS;00329500;AVENIDA;DEL;GENERAL FANJUL;546100;CALLE;DE;OLIVA DE PLASENCIA
00326776;CALLE;DE LA;GARZA;00129251;RONDA;DEL;TREN;900207;CALLE;DEL;SEIS DE DICIEMBRE
00001852;CALLE;DE;GASCONES;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;134200;CALLE;DE;CANTALEJO
00326800;CALLE;DE;GASCUEÑA;00800825;CALLE;DE;YÉCORA;544400;CALLE;DE;OCTUBRE
00326900;CALLE;DEL;GASÓMETRO;00743800;RONDA;DE;TOLEDO;917;PASEO;DEL;DOCTOR VALLEJO NÁGERA
00002538;CALLE;DE;GASPAR MORALES;00597275;CALLE;DE;PIQUEÑAS;305600;CALLE;DE;FRANCISCO LIZCANO
00001715;CALLE;DEL;GASTERÍA;00743500;CALLE;DE;EL TOBOSO;29300;CALLE;DE;ALGORTA
00327100;TRAVESIA;DE LA;GAVIA;00394300;CALLE;DE;JESÚS DEL PINO;466400;CALLE;DE;MANUEL PAVÍA
00327200;CALLE;DE LA;GAVIA SECA;00716700;CALLE;DE LA;SIERRA GORDA;288040;PASEO;DE;FEDERICO GARCÍA LORCA
00327250;TRAVESIA;DE LA;GAVIA SECA;00327200;CALLE;DE LA;GAVIA SECA;519700;CALLE;DE LOS;MONTES DE BARBANZA
00327450;CALLE;DE LOS;GAVILANES;00141550;AVENIDA;DEL;CARDENAL HERRERA ORIA;721850;CALLE;DE;SIGUERO
00327500;CALLE;DE LA;GAVIOTA;00332700;CALLE;DEL;GENERAL RICARDOS;630700;CALLE;DE;RAMÓN SAINZ
00117701;CALLE;DE LA;GAZANIA;00000715;RONDA;DE LAS;FLORES;431401;CALLE;DE;MALVALOCA
00327700;CALLE;DE;GAZTAMBIDE;00017200;CALLE;DE;ALBERTO AGUILERA;246750;CALLE;DE;DOMENICO SCARLATTI
00327900;PLAZA;DE;GELSA DE EBRO;00081100;CALLE;DE;ATECA;455000;CALLE;DE;MAGALLÓN
00328000;CALLE;DE;GÉMINIS;00439900;AVENIDA;DE;LOGROÑO;2399;PLAZA;DE;LOS PILARES
00328200;CALLE;DE LA;GENCIANA;00488000;CALLE;DEL;MARQUÉS DE VIANA;137000;CALLE;DEL;CAPITÁN BLANCO ARGIBAY
00328300;AVENIDA;;GENERAL;00356700;PLAZA;DE LOS;HERMANOS FALCÓ Y ÁLVAREZ DE TOLEDO;439900;AVENIDA;DE;LOGROÑO
00328400;CALLE;DEL;GENERAL ÁLVAREZ DE CASTRO;00261400;CALLE;DE;ELOY GONZALO;397700;CALLE;DE;JOSÉ ABASCAL
00328500;GLORIETA;DEL;GENERAL ÁLVAREZ DE CASTRO;00328400;CALLE;DEL;GENERAL ÁLVAREZ DE CASTRO;325300;CALLE;DE;GARCÍA DE PAREDES
00328600;CALLE;DEL;GENERAL AMPUDIA;00669400;PASEO;DE;SAN FRANCISCO DE SALES;767501;AVENIDA;DEL;VALLE
00328700;CALLE;DEL;GENERAL ARANAZ;00018900;CALLE;DE;ALCALÁ;344600;CALLE;DE;GREGORIO BENÍTEZ
00328800;CALLE;DEL;GENERAL ARANDA;00153600;PASEO;DE LA;CASTELLANA;545000;PLAZA;DEL;OESTE
00328900;ESCALINATA;DEL;GENERAL ARANDA;00328800;CALLE;DEL;GENERAL ARANDA;778000;CALLE;DE LA;VÍA LÍMITE
